scrape_date,id,name,type,update_date,creation_date,creator,permalink,category,description
2024-02-02 19:14:04.411096-05:00,jka3-5tx5,section_zoning_map_index,dataset,2024-02-02 18:45:29+00:00,2019-09-10 14:50:09+00:00,afinkel,https://data.cityofnewyork.us/d/jka3-5tx5,City Government,"Shapefile of zoning quartersection map index. Grid to determine which zoning quartersection map relates to specific areas of NYC. A sectional index grid to determine which Zoning Map refers to specific areas of New York City. Zoning maps show the boundaries of zoning districts throughout the city. The maps are regularly updated after the City Planning Commission and the City Council have approved proposed zoning changes. The set of 126 maps, which are part of the Zoning Resolution, are displayed in 35 sections. Each section is identified by a number from 1 to 35 and is further divided into one to four quarters, each identified by a letter a, b, c or d (map 8d or 33c for example). Each map covers an area of approximately 8,000 feet (north/south) by 12,500 feet (east/west). All previously released versions of this data are available at <a href=""https://www1.nyc.gov/site/planning/data-maps/open-data/bytes-archive.page?sorts[year]=0"">BYTES of the BIG APPLE- Archive</a>"
2024-02-02 19:14:04.411096-05:00,hphu-524x,ESEdits_2011_2012_06_13_2012,dataset,2024-02-02 18:45:29+00:00,2017-11-01 15:40:24+00:00,Vaughan Coleman,https://data.cityofnewyork.us/d/hphu-524x,Education,2011 - 2012 NYC DOE school Zones
2024-02-02 19:14:04.411096-05:00,bggy-88x9,MSEdits_2011_2012_06_13_2012,dataset,2024-02-02 18:45:29+00:00,2017-11-01 15:40:24+00:00,Vaughan Coleman,https://data.cityofnewyork.us/d/bggy-88x9,Education,2011 - 2012 NYC DOE school Zones
2024-02-02 19:14:04.411096-05:00,pjs3-c3z5,HYDRO,dataset,2024-02-02 18:45:29+00:00,2014-06-25 18:31:43+00:00,NYC OpenData,https://data.cityofnewyork.us/d/pjs3-c3z5,Environment,Planimetric basemap layer containing hydrography. Please see the following link for additional documentation- https://github.com/CityOfNewYork/nyc-planimetrics/blob/master/Capture_Rules.md.
2024-02-02 19:14:04.411096-05:00,wwcv-s7e7,Quartersection_ZoningMapIndex,dataset,2024-02-02 18:45:29+00:00,2016-09-12 19:21:08+00:00,NYC OpenData,https://data.cityofnewyork.us/d/wwcv-s7e7,City Government,"Shapefile of zoning quartersection map index. Grid to determine which zoning quartersection map relates to specific areas of NYC. A sectional index grid to determine which Zoning Map refers to specific areas of New York City. Zoning maps show the boundaries of zoning districts throughout the city. The maps are regularly updated after the City Planning Commission and the City Council have approved proposed zoning changes. The set of 126 maps, which are part of the Zoning Resolution, are displayed in 35 sections. Each section is identified by a number from 1 to 35 and is further divided into one to four quarters, each identified by a letter a, b, c or d (map 8d or 33c for example). Each map covers an area of approximately 8,000 feet (north/south) by 12,500 feet (east/west). All previously released versions of this data are available at <a href=""https://www1.nyc.gov/site/planning/data-maps/open-data/bytes-archive.page?sorts[year]=0"">BYTES of the BIG APPLE- Archive</a>"
2024-02-02 19:14:04.411096-05:00,dtzs-5b25,MS_Zones_2015-2016,dataset,2024-02-02 18:45:30+00:00,2016-04-18 20:50:02+00:00,NYC OpenData,https://data.cityofnewyork.us/d/dtzs-5b25,Education,"2015-2016 School Zones. Files are in a GIS Shapefile format. They are broken down by elementary school zones (ES_Zones), middle school zones (MS_Zones) and high school zones (HS_Zones)."
2024-02-02 19:14:04.411096-05:00,fytp-pq92,SIDEWALK_LINE,dataset,2024-02-02 18:45:30+00:00,2016-03-14 21:13:01+00:00,NYC OpenData,https://data.cityofnewyork.us/d/fytp-pq92,,Please see the following link for additional documentation- https://github.com/CityOfNewYork/nyc-planimetrics/blob/master/Capture_Rules.md.
2024-02-02 19:14:04.411096-05:00,6uj9-35vn,SWIMMING_POOL,dataset,2024-02-02 18:45:30+00:00,2016-03-14 21:10:27+00:00,NYC OpenData,https://data.cityofnewyork.us/d/6uj9-35vn,City Government,Please see the following link for additional documentation- https://github.com/CityOfNewYork/nyc-planimetrics/blob/master/Capture_Rules.md.
2024-02-02 19:14:04.411096-05:00,hxx3-bwgv,DogRuns_20190417,dataset,2024-02-02 18:45:27+00:00,2019-04-24 15:42:48+00:00,NYC OpenData,https://data.cityofnewyork.us/d/hxx3-bwgv,Recreation,"Dog runs are large, fenced-in areas for dogs to exercise unleashed during park hours. Each record in this dataset is an individual dog run. Planimetrics have ensured good GIS quality of the data. User guide: https://drive.google.com/open?id=1_LB-hb9eJ9Bph7K2Yf06_KOtra8qKppbPnfSyH1lRUg Data Dictionary: https://drive.google.com/open?id=1a3vdtIHUTUl2wokZ1r3fot8wm-lrnKGXYL-6xU5Fj2A"
2024-02-02 19:14:04.411096-05:00,ux2f-f5fi,nycb2000wi,dataset,2024-02-02 18:45:27+00:00,2016-09-12 23:44:43+00:00,NYC OpenData,https://data.cityofnewyork.us/d/ux2f-f5fi,City Government,"GIS data: Boundaries of 2000 Census Blocks (water areas included). All previously released versions of this data are available at <a href=""https://www1.nyc.gov/site/planning/data-maps/open-data/bytes-archive.page?sorts[year]=0"">BYTES of the BIG APPLE- Archive</a>"
2024-02-02 19:14:04.411096-05:00,92m5-3pwp,MISC_STRUCTURE_POLY,dataset,2024-02-02 18:45:23+00:00,2016-03-14 21:09:15+00:00,NYC OpenData,https://data.cityofnewyork.us/d/92m5-3pwp,Transportation,Miscellaneous structures. Please see the following link for additional documentation- https://github.com/CityOfNewYork/nyc-planimetrics/blob/master/Capture_Rules.md.
2024-02-02 19:14:04.411096-05:00,asn3-45u6,MMHW_2020s_Final,dataset,2024-02-02 18:45:24+00:00,2019-03-26 18:28:29+00:00,NYC OpenData,https://data.cityofnewyork.us/d/asn3-45u6,Environment,Future Mean Monthly High Water (MMHW) projections released by the NPCC March 2019.
2024-02-02 19:14:04.411096-05:00,t3ph-3ztd,nycb2000,dataset,2024-02-02 18:45:24+00:00,2016-09-12 23:45:12+00:00,NYC OpenData,https://data.cityofnewyork.us/d/t3ph-3ztd,City Government,"GIS data: Boundaries of 2000 Census Blocks. All previously released versions of this data are available at <a href=""https://www1.nyc.gov/site/planning/data-maps/open-data/bytes-archive.page?sorts[year]=0"">BYTES of the BIG APPLE- Archive</a>"
2024-02-02 19:14:04.411096-05:00,xpi5-cr5b,2004_ortho_tile_index,dataset,2024-02-02 18:45:24+00:00,2017-11-17 17:30:19+00:00,NYC OpenData,https://data.cityofnewyork.us/d/xpi5-cr5b,City Government,This 2004 Orthoimagery Tile Index file can be used to geo-reference the individual image tiles across the City. This tile index is used in conjunction with the 2004 Orthoimagery by individual Borough download. Full metadata on the Aerial & Orthoimagery can be found at: https://github.com/CityOfNewYork/nyc-geo-metadata/blob/master/Metadata/Metadata_AerialImagery.md
2024-02-02 19:14:04.411096-05:00,6njb-jmjq,DPR_ParkingLots_001,dataset,2024-02-02 18:45:25+00:00,2015-04-23 20:50:03+00:00,NYC OpenData,https://data.cityofnewyork.us/d/6njb-jmjq,City Government,Directory of Parking Lots
2024-02-02 19:14:04.411096-05:00,mdmw-kuen,TreesCount2015Blockfaces,dataset,2024-02-02 18:45:25+00:00,2016-06-03 12:04:55+00:00,NYC OpenData,https://data.cityofnewyork.us/d/mdmw-kuen,Environment,"Blockface data from the TreesCount! 2015 Street Tree Census, conducted by volunteers and staff organized by NYC Parks & Recreation and partner organizations. Blockface data includes tree counts and data collection status by block. Accompanying street tree data is available, indicating tree-level details such as tree species, size and other characteristics."
2024-02-02 19:14:04.411096-05:00,pc3j-jk2d,ORR_polys,dataset,2024-02-02 18:45:26+00:00,2017-11-21 14:52:34+00:00,NYC OpenData,https://data.cityofnewyork.us/d/pc3j-jk2d,City Government,"Completed, ongoing, and planned recovery and resiliency projects throughout New York City."
2024-02-02 19:14:04.411096-05:00,bdha-6eqy,POST_OFFICE,dataset,2024-02-02 18:45:26+00:00,2014-11-18 00:44:48+00:00,NYC OpenData,https://data.cityofnewyork.us/d/bdha-6eqy,City Government,Post Office
2024-02-02 19:14:04.411096-05:00,3as9-uee8,layer_1,dataset,2024-02-02 18:45:26+00:00,2017-01-26 20:03:37+00:00,ohyacsrs,https://data.cityofnewyork.us/d/3as9-uee8,Environment,"Blockface data from the TreesCount! 2015 Street Tree Census, conducted by volunteers and staff organized by NYC Parks & Recreation and partner organizations. Blockface data includes tree counts and data collection status by block. Accompanying street tree data is available, indicating tree-level details such as tree species, size and other characteristics."
2024-02-02 19:14:04.411096-05:00,w7sh-mt94,NPCC3_SLR_2080s,dataset,2024-02-02 18:45:26+00:00,2019-03-26 17:33:48+00:00,NYC OpenData,https://data.cityofnewyork.us/d/w7sh-mt94,Environment,Future Mean Sea Level projections released by the NPCC March 2019.
2024-02-02 19:14:04.411096-05:00,cq6p-iwiy,ES_Zones_2015-2016,dataset,2024-02-02 18:45:30+00:00,2016-04-18 20:50:02+00:00,NYC OpenData,https://data.cityofnewyork.us/d/cq6p-iwiy,Education,"2015-2016 School Zones. Files are in a GIS Shapefile format. They are broken down by elementary school zones (ES_Zones), middle school zones (MS_Zones) and high school zones (HS_Zones)."
2024-02-02 19:14:04.411096-05:00,jn7s-inga,HS_Zones_2015-2016,dataset,2024-02-02 18:45:30+00:00,2016-04-18 20:50:02+00:00,NYC OpenData,https://data.cityofnewyork.us/d/jn7s-inga,Education,"2015-2016 School Zones. Files are in a GIS Shapefile format. They are broken down by elementary school zones (ES_Zones), middle school zones (MS_Zones) and high school zones (HS_Zones)."
2024-02-02 19:14:04.411096-05:00,6hbv-tek4,HYDRO_STRUCTURE,dataset,2024-02-02 18:45:34+00:00,2014-11-18 00:03:47+00:00,NYC OpenData,https://data.cityofnewyork.us/d/6hbv-tek4,City Government,Hydrography Structures. Please see the following link for additional documentation- https://github.com/CityOfNewYork/nyc-planimetrics/blob/master/Capture_Rules.md.
2024-02-02 19:14:04.411096-05:00,9t8f-ci27,middle_zones,dataset,2024-02-02 18:45:35+00:00,2017-11-01 15:33:16+00:00,Vaughan Coleman,https://data.cityofnewyork.us/d/9t8f-ci27,Education,2009 - 2010 NYC DOE High School and Middle School Zones
2024-02-02 19:14:04.411096-05:00,tq92-memb,elem_zones,dataset,2024-02-02 18:45:35+00:00,2017-11-01 15:33:16+00:00,Vaughan Coleman,https://data.cityofnewyork.us/d/tq92-memb,Education,2009 - 2010 NYC DOE High School and Middle School Zones
2024-02-02 19:14:04.411096-05:00,5rqd-h5ci,NYPD Sectors,dataset,2024-02-02 18:45:35+00:00,2015-09-01 18:37:16+00:00,NYC OpenData,https://data.cityofnewyork.us/d/5rqd-h5ci,Public Safety,Geographic boundaries of NYPD sectors.
2024-02-02 19:14:04.411096-05:00,p9cw-7gsv,BOARDWALK,dataset,2024-02-02 18:45:36+00:00,2014-11-17 23:34:04+00:00,NYC OpenData,https://data.cityofnewyork.us/d/p9cw-7gsv,City Government,Boardwalks along beachfront. Please see the following link for additional documentation- https://github.com/CityOfNewYork/nyc-planimetrics/blob/master/Capture_Rules.md.
2024-02-02 19:14:04.411096-05:00,it7p-hbtd,ORR_lines,dataset,2024-02-02 18:45:36+00:00,2017-11-21 14:45:31+00:00,NYC OpenData,https://data.cityofnewyork.us/d/it7p-hbtd,City Government,"Completed, ongoing, and planned recovery and resiliency projects throughout New York City."
2024-02-02 19:14:04.411096-05:00,mc7h-evz7,DPR_Landfills_001,dataset,2024-02-02 18:45:36+00:00,2015-04-23 20:39:00+00:00,NYC OpenData,https://data.cityofnewyork.us/d/mc7h-evz7,City Government,Directory of Landfills
2024-02-02 19:14:04.411096-05:00,8pnn-kkif,COLLEGE_UNIVERSITY,dataset,2024-02-02 18:45:36+00:00,2014-11-18 01:30:00+00:00,NYC OpenData,https://data.cityofnewyork.us/d/8pnn-kkif,Education,Colleges and Universities
2024-02-02 19:14:04.411096-05:00,3q66-h7aj,AIRPORT_POINT,dataset,2024-02-02 18:45:37+00:00,2014-11-18 00:24:34+00:00,NYC OpenData,https://data.cityofnewyork.us/d/3q66-h7aj,City Government,Airport Point
2024-02-02 19:14:04.411096-05:00,6ymm-c987,ES_Zones_2018-2019_v31_JKB,dataset,2024-02-02 18:45:37+00:00,2019-05-06 16:04:37+00:00,NYC OpenData,https://data.cityofnewyork.us/d/6ymm-c987,Education,Polygon boundaries of school zones used for school assignment and access.
2024-02-02 19:14:04.411096-05:00,5mv6-f76y,LinkNYC_OpenData_9_6_2016_SP83,dataset,2024-02-02 18:45:37+00:00,2016-09-08 17:49:44+00:00,NYC OpenData,https://data.cityofnewyork.us/d/5mv6-f76y,Social Services,This shape file date set provides location information data for LinkNYC kiosks that have been approved and installed. It includes sites that have replaced public pay telephones (PPT) and new sites that have been reviewed by community and elected officials.
2024-02-02 19:14:04.411096-05:00,urik-ndeg,NewYorkCity_StreetTreeCensus_2005,dataset,2024-02-02 18:45:34+00:00,2016-06-01 20:04:32+00:00,NYC OpenData,https://data.cityofnewyork.us/d/urik-ndeg,Environment,"Citywide street tree data from the 2005 Street Tree Census, conducted partly by volunteers organized by NYC Parks & Recreation. Trees were inventoried by address, and were collected from 2005-2006. Data collected includes tree species, diameter, condition."
2024-02-02 19:14:04.411096-05:00,yjgu-spfb,2006_ortho_tile_index,dataset,2024-02-02 18:45:34+00:00,2017-11-17 16:51:09+00:00,NYC OpenData,https://data.cityofnewyork.us/d/yjgu-spfb,City Government,This 2006 Orthoimagery Tile Index file can be used to geo-reference the individual image tiles across the City. This tile index is used in conjunction with the 2006 Orthoimagery by individual Borough download. Full metadata on the Aerial & Orthoimagery can be found at: https://github.com/CityOfNewYork/nyc-geo-metadata/blob/master/Metadata/Metadata_AerialImagery.md
